plate,review_reason_code,customer_meaning,reviewer_comments,status
BOMBLBE,2.0,BUMBLEBEE,"""BOMB"" WEAPON REFERENCE",N
BOOSTY,7.0,PUN ON MY LAST NAME AND CAR IS A TURBO .  PLEASE CENTER IT.,BOOSTY CAN BE ANOTHER WAY TO SAY SKANKY OR SLUTTY,Y
BRAD13,2.0,THIS IS MY NICK NAME AS MY FIRST NAME IS  BRIDGETTE AND MY LAST NAME IS RADABAUGH. I PICKED 13 BECAUSE IT IS MY BIRTHDAY AND MY FAVORITE NUMBER,"13, GANG REFERENCE",N
B7674OO,6.0,I FLEW THE BOING 767 400 AS A CAPTAIN FOR  DELTA AIRLINES,LOOK ALIKE,N
CCCPUS,1.0,MY WEBSITE CREATIVE CYBERNETICS CONSULTING & PRODUCTION,PUS COULD STAND FOR PUSSY,N
CHELYA,3.0,MY NICKNAME,LOOKS LIKE HELL YEAH,Y
CITYKAT,1.0,"INSTEAD OF KITTY CAT, CITY KAT. THE CAR IS A  JAGUAR","CAT, SEXUAL REFERENCE",Y
CKBABY,1.0,IT MEANS A NICK NAME OF MY WIFE,COULD BE COCK BABY,N
CTDADDY,1.0,"MY INITIALS, PLUS THE WORD DADDY AS I AM A  FATHER.","CAT, SEXUAL REFERENCE",N
DEEPRED,2.0,"CAR IS DARK RED, OFTEN CALLED DEEP RED.","RED, GANG REFERENCE",Y
DJRBLOO,2.0,LOS ANGELES DODGER BLUE,"BLUE, GANG REFERENCE",Y
DKHORSZ,1.0,DARK HORSE,LOOKS LIKE IT COULD BE DICK WHORES,Y
DPWR,1.0,MY TRUCK IS A DIESEL FUEL.,COULD STAND FOR DICK POWER,N
DUKHNTN,2.0,DUCK HUNTING HAD THIS ON MY PLATE WHEN I  LIVED IN NEVADA,"HUNTING, WEAPON REFERENCE",Y
DUETT69,1.0,"THIS WILL BE FITTED TO A 1969 ALFA ROMEO  ""DUETTO"" SPIDER","69, SEXUAL REFERENCE",N
DZNEY13,2.0,I GOT MARRIED AT DISNEYLAND ON THE 13TH.,"13, GANG REFERENCE",Y
EAXOX13,2.0,INITIALS AND LUCKY NUMBER,"13, GANG REFERENCE",N
EFFINSS,3.0,CITY IN WAS RASIED IN,LOOKS LIKE FUCKIN ASS,N
EXLOSER,3.0,NO LONGER A LOSER,"LOSER, SOME MAY FIND OFFENSIVE",Y
FAT49ER,3.0,I'M A OVERWEIGHT 49ER FAN.,"FAT, SOME PEOPLE MAY FIND OFFENSIVE",Y
FKNSLYR,3.0,FRANKLIN IS A LIAR FRANKLINS A LIAR,LOOKS LIKE FUCKING SLAYER,N
FORTATA,1.0,FOR DAD. TATA IS DAD IN CROATIAN.,"TATA, ANOTHER WORD FOR BREASTS",N
GAES356,4.0,MY WIFES PORSCHE SPEEDSTER,"GAY, COULD BE A TARGET FOR DISCRIMINATION",Y
GATSLNK,2.0,"BUSSINESS NAME ""GATSLINK PROPERTIES LLC""","GAT, GUN REFERENCE",N
GMSFU,7.0,GOT ME SO FUCKED UP,SELF EXPLANATORY,N
GORDO33,3.0,MY NICKNAME FROM HIGH SCHOOL AND  FAVORITE NUMBER,"GORDO MEANS FAT, SOME MAY FIND IT OFFENSIVE",Y
GRFAIRY,4.0,TINKERBELL,FAIRY IS A DEROGATORY TERM FOR A HOMOSEXUAL,N
GTOKEON,2.0,MY CAR IS A GTO & MY NAME IS KEON,"G, GANG REFERENCE AND TOKE ON IS A DRUG REFERENCE",N
HAULNO,3.0,NO HAULING ALLOWED,LOOKS LIKE HELL NO,Y
HKD8888,3.0,MARTIAL ARTS + LUCKY NUMBERS,HKD= HATE KILL DESTROY,N
HLNBNZ,1.0,(HAULING BUNS)  I OWN A BREAD ROUTE THAT DELIVERS BREAD AND BUNS,"BUNS, SEXUAL REFERENCE",Y
HOODOO9,6.0,A HOODOO IS A TALL THIN ROCK SPIRE.  HOODOOS ARE FOUND IN THE DESERT DRY HOT AREAS,THE D BLENDS IN WITH THE O'S AND MAKES IT LOOK LIKE A LOOK ALIKE,Y
HZGORDA,3.0,NICKNAME FOR MY WIFE,"GORDA MEANS FAT, SOME MAY FIND IT OFFENSIVE",Y
IMDK13,2.0,"INITIALS OF THE NAMES OF MY FAMILY, AND THE DAY ON WHICH MY DAUGHTERS WERE BORN.","13, GANG REFERENCE",N
INODUMB,3.0,I NO DUMB,"DUMB, PEOPLE MAY FIND IT OFFENSIVE",Y
JAKEROD,1.0,OWNERSHIP,ROD CAN BE ANOTHER WORD FOR A PENIS,N
JPDGW,1.0,INITIALS OF OWNERS,COULD STAND FOR DICK GONE WILD,Y
JP4BIGB,3.0,JEEP FOR BIG BEAR,COULD STAND FOR JP FOR BIG BITCH,N
JRNICA,2.0,I AM JUNIOR TO MY FATHER AND MY FAMILY IS  FROM CENTRAL AMERICA,NICA IS A WORD THAT BE USED IN PLACE OF NIGGA,N
JUDYSRS,1.0,JUDYS RS,"COULD BE JUDYS ARSE, SEXUAL REFERENCE",Y
JUSTDGF,3.0,JUST DO GOOD FRIEND,"DON’T GIVE A FUCK, OFFENSIVE",N
KATCLSM,3.0,"""CATACLISM""","CATACLYSM, VIOLENT EVENT, SOME MAY TAKE IT OFFENSIVE",Y
KIKE14,2.0,MY NICKNAME AND MY CAR IS A 2014,"KIKE, RACIST TERM FOR SOMEONE WHO IS JEWISH",N
KKNBASS,3.0,THE PLATES MEANING IS KICKING AT BASS  FISHING. THIS IS MY MOST FAVORITE THING TO DO.,LOOKS LIKE KICKIN ASS,N
KLLR51O,3.0,"IT IS A COOL LOOKING DATSUN 510 ""LOOKS KILLER""","KILLER, OFFENSIVE",N
KTNMTNS,1.0,KITTEN MITTENS,"KITTEN, SEXUAL REFERENCE",Y
KUCH1,1.0,LAST NAME,COULD BE PRONOUNCED COOCH WHICH A TERM MEANING VAGINA,N
LAKNGSB,3.0,"LOS ANGELES KINGS BEE,",COULD BE LA KINGS BITCH,N
LSXGANG,2.0,THE MOTOR THAT MY VEHICLE HAS IS AN LS7.,"GANG, GANG REFERENCE",N
LS5BTCH,3.0,LS5 CHEVELLE,BTCH COULD STAND FOR BITCH,N
MCKDADY,3.0,NICKNAME,ANOHTER WORD FOR A PIMP,N
MFGWIFE,3.0,MARK F GOODMAN WIFE,COULD BE MOTHER FUCKING G WIFE,N
MOVEBEE,3.0,FROM THE MOVIE BEES,"""MOVE BITCH""",N
MRFEB14,2.0,MR VALENTINE,"14, GANG REFERENCE",Y
MRFTP1,3.0,MR FREE THE PEOPLE,MR. FUCK THE PEOPLE,N
MUFDVR9,1.0,MUF IS MY ADOPTED MOM AND DVR IS MY  ADOPTED FATHER THEY WERE NEVER MARRIED ON PAPER... THEY WERE HIPPIES.. AND THE 9 IS REFERED TO 79 WHICH I WAS BORN  IN 79..THANKS,"MUFF DIVER, MUFF MEANS VAGINA, A TERM USED FOR SOMEONE WHO IS LESBIAN",N
M1O24O6,6.0,MY WIFES FIRST INITIAL.  DATE OF ANNIVERSARY.,LOOK ALIKE,N
NBASHOT,2.0,NBA BASKETBALL - SHOT IN GAME.,"SHOT, GUN REFERENCE",Y
NEDAM,3.0,"""WON'T GIVE"" IN RUSSIAN","DAM, CURSE WORD",Y
NERFDIS,1.0,"""NERF THIS"" A VOICELINE OF A CHARACTER IN A GAME. MEANING TO DECREASE THE POWER OR A SPECIAL ABILITY.",NERF CAN BE SLANG FOR VAGINA,Y
NIKATYM,2.0,IN THE NICK OF TIME,LOOKS LIKE NIGGA TIME,N
NINERD,1.0,SAN FRANCISCO 49ERS AND MY FIRST NAME  WITH MY FIRST INITIAL,NINER DICK,Y
NI663R,2.0,I'M AN AUDIO ENGINEER WORKING FOR  NEUMANN ELECTRONICS. I DESIGNED THE NI663R MICROPHONE PREAMPLIFIER. A WELL KNOWN AUDIO CLASSIC,"LOOKS LIKE NIGGER, RACIST TERM",N
NOBOPZ,3.0,MY GRANDPA ALWAYS YELLED THESE 2 WORDS  TO ME BEFORE LEAVING HIS DRIVEWAY BACK IN INDIA.IT MEANS NOT TO BOP ANOTHER CAR WHILE BEING BEHIND THE WHEEL(NOT TO CRASH INTO ANOTHER CAR).,BOP CAN BE A TERM FOR A WOMAN IS SLUTTY AND SLEEPS AROUND,N
NOVAX,1.0,NO VAX,VAX CAN BE ANOTHER TERM MEANING TO HAVE SEX,Y
NRFTHS,1.0,VIDEO GAME REFERENCE,NERF CAN BE SLANG FOR VAGINA,Y
NUMBR13,2.0,NUMBER 13,"13, GANG REFERENCE",N
NVMYSS,1.0,FOR OTHERS TO ENVY MY SS TRUCK.,LOOKS LIKE ENVY MY ASS,N
OEFSGVN,3.0,NO EFFORTS GIVEN,ZERO FUCKS GIVEN,N
OGLTNG,2.0,"THE PLATE IS GOING ON A 1994 F-150 LIGHTNING, WHICH WAS THE ORIGINAL YEAR THE FORD LIGHTNING WAS INTRODUCED.","OG, GANG REFERENCE",N
OG3XOG,2.0,OG TRIPLE OG,"OG, GANG REFERENCE",N
OLBLU68,2.0,"ITS A 1968 BLUE CHEVY CONVERTIBLE SO AN OLDER BLUE CLASSIC CAR OR ""OL BLUE""","BLUE, GANG REFERENCE",Y
PAINMKR,3.0,"PAIN MAKER. THIS PLATE IS GOING ON A 1966 CAMARO WITH A BIG MOTOR IN IT. PLEASE MAKE SURE THAT THERE IS A HALF SPACE BETWEEN ""N"" AND ""M""","PAIN MAKER, OFFENSIVE",Y
PELON64,1.0,MY SONS NAME,PELON IS A NICKNAME IN CERTAIN CULTURES MEANING A BALD MAN BUT IT CAN ALSO BE USED TO DESCRIBE A PENIS,Y
PHATSSS,1.0,PHAT MEANS NICE LOOKING AND ITS ALSO MY  NICK NAME AND SSS MEANS SUPER SPORT SILVERADO THE TYPE OF VEHICLE IT IS,LOOKS LIKE FAT ASS,N
PIGSIC,4.0,IT MEANS YOU LOVE PIGS.,"PIG, DEROGATORY TERM FOR A POLICE OFFICER",N
QUENB,3.0,QUEEN BURT,QUEEN BITCH,N
RAULG,2.0,MY NAME,"G, GANG REFERENCE",Y
REDMEGN,2.0,"RED IS THE COLOR OF THE CAR, MEGHAN IS THE  OWNER'S FIRST NAME","RED, GANG REFERENCE",Y
REDS16,2.0,NAME,"RED, GANG REFERENCE",Y
REDWGFM,2.0,RED WING FAMILY WE ARE A FAMILY OF DETROIT RED WINGS FANS,"RED, GANG REFERENCE",Y
RETGUNS,2.0,RETIRED GUNNERY SERGEANT FROM THE UNITED STATES MARINE CORPS,"GUNS, WEAPONG REFERENCE",N
RIDEHD,1.0,RIDE HARLEY DAVIDSON MOTORCYCLES,COULD BE RIDE HUGE DICK,Y
SAND88,2.0,SANDHU 1988,"88, GANG REFERENCE",N
SASYCAT,1.0,MY NAME,"CAT, SEXUAL REFERENCE",Y
SCATPWR,3.0,SCAT PACK POWER,SCAT IS ANTOHER WORD FOR SHIT,N
SCM1964,2.0,SCM IS A ABBREVIATION FOR A PITTSBURGH  STEELERS FOOTBALL FAN CLUB NAMED STEEL CITY MAFIA.,"MAFIA, GANG REFERENCE",Y
SCVBBXG,3.0,"SCUM BAG, A BMX BIKE QUOTE","SCUM BAG, OFFENSIVE",Y
SCVMBXG,3.0,"SCUM BAG, BMX BIKE QUOTE","SCUM BAG, OFFENSIVE",Y
SECAMDT,2.0,SECOND AMENDMENT,"SECOND AMENDMENT, GUN REFERENCE",N
SEEMONS,1.0,LAST NAME,"SOUNDS LIKE SEMEN, SEXUAL REFERENCE",N
SHAKN14,2.0,2014 DODGE CHALLENGER SHAKER MODEL  LIMITED EDITION #193/2000,"14, GANG REFERENCE",N
SHKR14,2.0,CAR MODEL TYPE (2014 SHAKER DODGE  CHALLENGER),"14, GANG REFERENCE",N
SILY559,2.0,DAUGHTERS CHILDHOOD NAME WITH AREA CODE,"559, AREA CODE, GANG REFERENCE",N
SSADLUP,1.0,SADDLE UP,SADDLE UP COULD BE A SEXUAL TERM,Y
SUBIBTY,1.0,SUBIBOOTY  IT'S AN ENDEARING TERM IN THE SUBARU COMMUNITY.,"BOOTY, SEXUAL REFERENCE",Y
SUHD88D,2.0,"THE PHRASE STANDS FOR ""WHATS UP DUDE""","88, GANG REFERENCE",N
TACOUBR,1.0,TOYOTA TACOMA (TACO) IS A GREAT TRUCK,"TACO, SEXUAL REFERENCE",N
TATAA5O,1.0,GRANDPAS 1950,"TATA, ANOTHER WORD FOR BREASTS",N
TEGGY18,2.0,"INTEGRA 18... ""TEGGY""","18, GANG REFERENCE",N
THGNSTE,2.0,NICKNAME,"THUG NASTY, GANG REFERENCE",N
TMEST88,2.0,TEAM ESTABLISHED IN 1988,"88, GANG REFERENCE",N
TOMCATS,1.0,MY NICK NAME IS TOMCAT,"CAT, SEXUAL REFERENCE",Y
TRANS,4.0,TRANSGENDER,"TRANS, WORD FOR A TRANS GENDERED INDIVIDUAL, COULD BE TARGET FOR DISCRIMINTATION",Y
TRNTCEO,3.0,I AM CEO OF MY COMPANY TURNT SOCIETY,"TURNT IS A SLANG TERM THAT CAN MEAN ""FUCKED UP"" ON ALCOHOL OR DRUGS",N
TRPLSDS,2.0,MUSIC,"TRAP, LSD, GANG AND DRUG REFERENCE",N
TRYME2C,3.0,TRY ME TO SEE,"SEEMS LIKE AN AGGRESSIVE STATEMENT, SOME MAY FIND IT OFFENSIVE",N
UMTRFKR,3.0,UNIVERSITY MONTA THEOCACRCY REFORM FOR  THE FUTURE OF EQUALITY KINDSHIP AND RIGHTS FOR ALL RELIGIONS AND RACES,FKR AT THE END COULD STAND FOR FUCKER,N
UPFOR18,2.0,UP FOR 18 HOLES OF GOLF,"18, GANG REFERENCE",N
USMC626,2.0,UNITED STATES MARINE CORPS AREA CODE,"626, AREA CODE, GANG REFERENECE",N
VFXSHOT,2.0,VISUAL EFFECTS SHOT. IT IS RELATED TO THE FILM INDUSTRY. THE FILM SHOT WHICH HAS COMPUTER GENERATED EFFECTS.,"SHOT, GUN REFERENCE",Y
VWGN,1.0,SHORT FOR CTS-V WAGON,COULD BE VAGINA WAGON,Y
WKIDSS,1.0,WICKED SS,COULD BE WICKED ASS,Y
WMWNWMW,6.0,WHO MADE WHO AC/DC ALBUM,LOOK ALIKE,N
WTFFA2O,7.0,SUBARU ENGINE ON A SCION.,"WTF, WHAT THE FUCK",N
XIIIATS,2.0,"MY CAR IS A 2013 CADILLAC ATS. XIII REPRESENTS ROMAN NUMERAL ""13"" AND ATS FOR THE MODEL.","13, GANG REFERENCE",N
XTRMSS,1.0,XTREME SUPER SPORT,COULD BE EXTREME ASS,Y
XXXXXX6,7.0,BMW X6,"6 X'S AND THE 6, NOT SURE BUT COULD STAND FOR SOMETHING",N
ZH666,7.0,"INITIAL OF MY NAME,EVERYTHING WILL BE GOOD","666, DEVIL REFERENCE, SOME MAY FIND OFFENSIVE",Y
1BG1,1.0,"OUR LAST NAME BIGGI IS PRONOUNCED ""BG"".  NUMBER ONES ON BOTH SIDES OF THE NAME.","COULD BE ONE BIG ONE, REFERENCING A MANS PENIS",N
1FNSS,1.0,ONE FUN SS (CAMARO),COULD BE ONE FINE ASS,N
1FST8,2.0,A TRIBUTE TO FAST AND FURIOUS THE MOVIE 1-8,"18, GANG REFERENCE",N
1REDDEV,2.0,THE RED DEVIL ..MY TRUCK IS ALL RED,"RED, GANG REFERENCE",Y
125OO,6.0,CVC FOR UNLICENSED DRIVER,ALL DIGITS,N
12771,6.0,VIN NUMBER,ALL DIGITS,N
13LAMB,2.0,OUR ANNIVERSARY AND FIRST PART OF LAST NAME,"13, GANG REFERENCE",N
1322,6.0,LIMITED EDITION NUMBER,ALL DIGITS,N
13928,6.0,MY ANNIVERSARY (13) AND MY LUCKY NUMBER (928),ALL DIGITS,N
17FGT,4.0,2017 FORD GT,FGT SOUNDS LIKE FAGGOT,N
1951ZO6,6.0,1951 ZO6 (AS IN CORVETTE),LOOK ALIKE,N
2DLSBCH,3.0,MY VERY FIRST 2D PAINTING WAS THIS BEACH I  REALLY LOVED AND NAMED IT 'LES BEACH',BCH COULD STAND FOR BEACH BUT CAN ALSO STAND FOR BITCH,N
2O17FGT,4.0,2017 FORD GT,FGT SOUNDS LIKE FAGGOT,N
4O217A2,6.0,NOTHING,LOOK ALIKE,N
415SFCA,2.0,TWINS BORN APRIL 15 2016 IN SAN FRANCISCO CA,"415, AREA CODE, GANG REFERENCE",N
6TWNTY6,2.0,MY BIRTHDAY AND COMPANY NAME,"626, AREA CODE, GANG REFERENECE",N
6T9GTX,1.0,6T9 IS FOR THE YEAR 1969 AND GTX IS THE  PLYMOUTH MODEL FROM THAT YEAR,"69, SEXUAL REFERENCE",Y
6639O4S,6.0,1966 390 CUBIC INCH 4 SPEED,LOOK ALIKE,N
7M7N7KY,2.0,MONKEY AND ANNIVERSARY,MONKEY CAN BE A RACIST TERM,N
7X749ER,2.0,SAN FRANCISCO 49ER,"7O7, AREA CODE, GANG REFERENCE",Y
7242,6.0,LUCKY NUMBERS,ALL DIGITS,N
8ABC8,2.0,8 IS MY LUCKY NUMBER AS WELL AS MY BIRTH  YEAR (88) & ABC IS THE ACRONYM FOR MY BABIES.,"88, GANG REFERENCE",N
8BURITO,1.0,I LIKE TO EAT BURRITOS,"ATE, COULD BE A SEXUAL TERM",Y
8YANNI8,2.0,LUCKY NUMBERS AND PERSONAL NAME,"88, GANG REFERENCE",N
8168O,6.0,JERSEY NUMBERS FOR SAN FRANCISCO PLAYERS STEVE YOUNG JOE MONTANA JERRY RICE,ALL DIGITS,N
83D415,2.0,THIS WAS THE NUMBER FOR MY DAD'S 1940 BUICK,"415, AREA CODE, GANG REFERENCE",N
88FIT88,2.0,88 IS LUCKY CHINESE NUMBERS.  FIT IS FOR HONDA FIT.,"88, GANG REFERENCE",N
88STLRS,2.0,STEELERS NUMBER 88,"88, GANG REFERENCE",N
9246O,6.0,"MY WIFE AND I WERE MARRIED ON SEPTEMBER  24, 1960",ALL DIGITS,N
BRIGAND,2.0,,A BRIGAND IS A MEMBER OF A GANG,Y
DKHRS2,1.0,,COULD LOOK LIKE DICK WHORES,Y
OMG$EAT,1.0,ORMERE M GARCIA LOVES EDWARD A TREVINO,"EAT, SEXUAL TERM",Y
18KRAM$,2.0,I WAS BORN ON THE 18TH AND KRAM IS MY  NICKNAME,"18, GANG REFERENCE",N
GBRAR,2.0,NAME,"G, GANG REFERENCE",N
CAKVET,1.0,CHARLES ALBERT KNOWLES VETERAN,CAKE CAN BE ANOTHER WORD FOR ASS,Y
13FLRS,2.0,2013 FLORES,"13, GANG REFERENCE",N
SBWL5O,4.0,SUPER BOWL 50,"5O, COP REFERENCE",N
WLY4US,1.0,WILLY FOR US,WILLY CAN BE ANOTHER WORD FOR A MANS PENIS,N
BCHBOUN,3.0,BEACH BOUND,BCH COULD STAND FOR BEACH BUT CAN ALSO STAND FOR BITCH,N
BLUSHU,2.0,MY CAR IS BLUE AND LOOKS LIKE A SHOE.,"BLUE, GANG REFERENCE",Y
CRZYEBI,3.0,MY DECEASED DADS NICK NAME FOR ME. EBI IS  PRAWM. I FISH PRAWNS.,COULD STAND FOR CRAZY BITCH,N
F14TCAT,2.0,THE F14 TOMCAT WAS A FIGHTER PLANE  DEVELOPED FOR THE NAVY,"14, GANG REFERENCE",Y
H8NME2,2.0,HATING ME TOO,"HATIN, COULD BE OFFENSIVE",N
LUXEOG,2.0,NICK NAME FROM MOM,"OG, GANG REFERENCE",N
NOAHGEE,2.0,NAME,"G, GANG REFERENCE",N
NOFS2GV,7.0,NO OFFENSE TO GIVE,NO FUCKS TO GIVE,N
SHRSROD,1.0,SHARON'S HOT ROD PLUS MY HUSBANDS NAME IS ROD,ROD CAN BE ANOTHER WORD FOR A PENIS,N
SKOSUKS,1.0,I JUST RECEIVED MY FAMILY NURSE  PRACTITIONER DEGREE AND BOUGHT A NEW  CAR. IT'S SARCASTIC TO WHAT EDUCATION CAN DO FOR YOU. IT'S SARCASTICALLY  STATING SCHOOL SUCKS.,"SUCKS, SEXUAL OR OFFENSIVE TERM",N
SPXSHTL,2.0,SPACE X SHUTTLE,SPX COULD SOUND LIKE SPICKS WHICH IS A RACIST TERM FOR SOMEONE OF MEXICAN DECENT,N
TTBRATT,1.0,CAR MODEL IS TT. DRIVER IS A BRAT.,"TT, ANOTHER WORD FOR BREASTS",N
URIT13,2.0,YOU ARE IT 13,"13, GANG REFERENCE",N
2GO2BCH,3.0,TO GO TO BEACH,BCH COULD STAND FOR BEACH BUT CAN ALSO STAND FOR BITCH,Y
C4 IO IO,2.0,SITUATION UNDER CONTROL OFF DUTY,PULLED FOR C4 = AN EXPLOSIVE,N
FNG JPG,3.0,,"""FNG"" CAN BE SHORT FOR FUCKING",N
KOW KILR,2.0,,"KOW KILLER, PLATE IS DUPLICATE ONLY PULLED IF WANT TO RECALL",N
LAK X111,2.0,KINGS TEAM AND FAVORITE NUMBER,"PULLED FOR ""X111"", ROMAN NUMERAL FOR 13 WHICH IS GANG NUMBER",N
MFFL JJ5,3.0,MAVERICKS FAN FOR LIFE,"PULLED FOR ""MF"", CAN BE SHORT FOR MOTHERFUCKER",Y
NOONA 13,2.0,NICKNAME OF MY NIECE,13 = GANG NUMBER,N
VSQZ69,1.0,LAST NAME,"""69"" COULD HAVE SEXUAL CONNOTATION",N
V8 KLER,2.0,NO MEANIG ON REG 17,V8 KILLER,N
1SINNER,2.0,MY BAND NAME,ONE SINNER,Y
4O6 NOVA,2.0,ENGINE SIZE AND TYPE OF CAR,406 = AREA CODE,Y
SRFABN,3.0,SERVED IN US ARMY AIRBORNE,"""ABN"" CAN MEAN ASSHOLE BY NATURE",N
WINEXXX,1.0,,PULLED FOR XXX,N
XOXO G,2.0,"HUGS AND KISSES, GIVE",G = GANGSTER,Y
AF 811XO,3.0,AF SPECIALTY CODE FOR SECURITY POLICE,"""AF"" CAN MEAN AS FUCK",N
ALIEN G,2.0,ALIEN G-WAGON,G = GANGSTER,Y
ANA CRYM,2.0,ANAHEIM THE CITY I WAS RAISED AND WHERE I ENLISTED OUT OF TO JOIN THE MARINE CORPS,ANA CRIME,N
BCHNBMW,3.0,BEACH AND BMW,BITCHIN BMW,N
BEEZ KNZ,3.0,,BEEZ CAN BE TAKEN AS BEEZY = BITCH,N
BG BOOM,2.0,CHILDHOOD NICKNAME,BG = BABY GANGSTER,N
BKBUUTY,2.0,BEAUTIFUL BLACK TRUCK,BK = BLOOD KILLER,N
BLU BETY,2.0,BLUE BETTY,BLUE = GANG COLOR,Y
BOMBLYF,2.0,THIS CAR IS A 1951 CHEVY COUPE ALSO KNOWN AS A BOMB. THIS MEANS BOMB LIFE AS IN A GREAT LIFE.,PULLED FOR BOMB,N
BRACAM,2.0,"BRA=BRASIL, CAM=SOCCER",BRA CAMERA?,Y
BREZZZZ,3.0,NAME,BREZZZZ CAN BE TAKEN AS BEEZY = BITCH,Y
BZYBOOT,3.0,BOSSY BOOT,BZY CAN BE TAKEN AS BEEZY = BITCH,N
CAPOHWD,2.0,NO MEANING ON REG 17,"CAPO = MAFIA BOSS, ""HWD"" CAN MEAN HOSTILE WHEN DRUNK",N
CAT EME,1.0,CATARINA EMETCROO,PULLED FOR CAT,Y
CKAUTO1,2.0,NAME,CK = CRIP KILLER,N
CMBJ 321,1.0,FAMILY INITIAL/KIDS BIRTHDAYS,PULLED FOR BJ = BLOW JOB,Y
CRUSHCK,2.0,NO MEANING ON REG 17,CK = CRIP KILLER,N
DAREALD,2.0,THE REAL DAMIANI,"""D"" BY ITSELF CAN MEAN DICK (EX. ""GIVE HER THE D"")",N
DATBUTY,2.0,PIRATE TREASURE,THAT BOOTY?,N
DIRTYX5,2.0,NO MEANING ON REG 17,PULLED FOR DIRTY,Y
DR69BRO,1.0,MY INITIALS FOR 69 BRONCO,69 COULD HAVE SEXUAL CONNOTATION (1969 FORD ON ANI),N
EJ2OG,2.0,SUBARU MOTOR NUMBER,PULLED FOR OG = ORIGINAL GANGSTER,N
FUCKED,3.0,FOR UNCLE CHARALES,FUCKED,N
F VERA,3.0,FIRST NAME AND LAST NAME,"COULD BE TAKEN AS ""FUCK VERA"" NAME IS FERNANDO VERA",Y
G LLAND,2.0,"ABBREVIATION OF MY NEIGHBORHOOD'S NICK NAME ""GLASSELLLAND"" FOR GLASSELL PARK IN LOS ANGELES",GANGLAND?,N
HBM1OO3,2.0,MY & MY HUSBANDS OLD PAGER CODES / GAMING CODES,13 = GANG NUMBER,Y
HHITMEN,2.0,HEAVENS HITMEN IS AN CHRISTIAN OUTREACH MINISTRY I HAVE FOUNDED.,PULLED FOR HITMEN,N
HNT BCH1,3.0,HUNTINGTON BEACH,"""BCH"" CAN MEAN BITCH",N
IMAGOON,2.0,"JUST MEANS I'M A GOON, I HAVE A GOOFY PERSONALITY",I'M A GOON = CAN BE GANG TERMINOLOGY FOR LOW LEVEL GANG MEMBERS,N
INAKOMA,2.0,IN A COMA,"IN A COMA, COULD BE DRUG REFERENCE",N
JDGAF,3.0,JOSEPH DECASTRO GARCIA,JUST DON’T GIVE A FUCK,N
JR562RS,2.0,"JR-MY NAME,562-AREA CODE OF MY CITY,RS-MODEL OF MY CAR",562 = AREA CODE,N
KRABS,2.0,MR KRABS FROM THE CARTOON SPONGEBOB SQUARE PANTS,CRABS COULD BE GANG REFERENCE,Y
LILOSOG,2.0,FAMILY NAME,PULLED FOR OG = ORIGINAL GANGSTER,N
LOVE SVD,2.0,GODS LOVE SAVED MY SOUL,SVD IS A SNIPER RIFLE,N
LV BLU6,2.0,LOVE BLUE 6 MY FATHER PLAYED FOR THE DODGERS AND HIS NUMBER WAS #6,BLUE = GANG COLOR,Y
LVGD415,2.0,LVGD (LIVING GOOD: ABBREVIATED)  415 (SF AREA CODE) MEANING LIVING GOOD IN SAN FRANCISCO,415 = AREA CODE,N
NICA PLS,2.0,NAME OF MY FANTASY FOOTBALL TEAM NICA = NICARAGUA (WHERE I WAS BORN). PEOPLE FROM NICARAGUA ARE OFTEN CALLED BY THE ABBREVIATION NICA,NIGGA PLEASE?,N
OPINCHE,3.0,NICKNAME,PINCHE IS SPANISH FOR FUCKING (EX. PINCHE IDIOTA = FUCKING IDIOT),N
RACESHT,3.0,SHT IS THE NAME OF MY RACE TEAM,RACE SHIT?,N
ROJO RQR,2.0,RED ROCKER,"ROJO MEANS RED IN SPANISH, RED = GANG COLOR",Y
RTILRY,2.0,NO MEANING ON REG 17,ARTILERY,N
SEXY B7,2.0,"THIS JUST MEANS THAT THE CAR LOOKS GOOD, BECAUSE AS A CAR ENTHUSIAST I TRY MY BEST TO KEEP IT CLEAN AND NICE WITH EVERY MODIFICATION I MAKE. I WAS ALREADY DENIED ONCE",PULLED FOR SEXY,Y
SHARIF1,5.0,UNIVERSITY NAME,"CAN BE TAKEN AS SHERRIF, LAW ENFORCEMENT REFERENCE",Y
SICK14,2.0,2014 YEAR OF THE TRUCK SICK BECAUSE IS CUSTOM,14 = HATE NUMBER (2014 CHEVY ON ANI),Y
TEWG 14,2.0,NAME INITIALS AND BIRTH DATE,14 = HATE NUMBER,N
TEXXXEN,2.0,I'M A TEXAN!,PULLED FOR XXX,N
TOBE 619,2.0,IT'S JUST BETO BUT REVERSED AND THE AREA CODE OF SAN DIEGO BECAUSE I LOVE IT,619 = AREA CODE,N
WARFRG1,2.0,MILITARY CUSTOM PLATE,PULLED FOR WAR,N
YACKS69,2.0,ALIAS AND COMPANY NAME,69 COULD HAVE SEXUAL CONNOTATION,N
1DIRTY7,2.0,CARS NICKNAME,PULLED FOR DIRTY,Y
4HEDMON,1.0,OUR FAMILY IS KNOWN AS THE FOUR HEADED MONSTER BECAUSE THERE ARE  FOUR OF US AND WE ARE ALWAYS TOGETHER,COULD HAVE SEXUAL CONNOTATION,Y
4 13 16,2.0,IMPORTANT DATE,13 = GANG NUMBER,N
